activity_pct_change,rumination_pct_change,body_temp_max,lying_time_pct_change,max_ec,ec_pct_change,quarter_ec_asymmetry,max_ph,max_turbidity,cmt_score,max_scc_log,avg_humidity,avg_bedding_moisture,thi,lactation_number,age_years,prev_mastitis_flag,days_in_milk,label,cow_sim_id
-2.8184,-3.3965,38.6,-0.6568,5.4396,4.7278,0.0993,6.62,99.8077,0.0,5.1695,72.9741,26.2532,17.2114,5.0,3.4,0.0,189.0,0,cow_0004
-5.1552,1.698,38.6,-0.5166,5.0933,-1.9384,0.1032,6.62,101.2277,0.0,5.1485,68.1611,27.6497,17.7352,5.0,3.4,0.0,190.0,0,cow_0004
-7.1616,-1.1452,38.6,-1.017,5.086,-2.0793,0.0979,6.62,100.0425,0.0,5.156,71.4862,28.9039,17.5061,5.0,3.4,0.0,191.0,0,cow_0004
-4.1896,0.888,38.6,0.9337,5.2703,1.4689,0.1002,6.62,102.4828,0.0,5.1816,69.4842,27.1654,17.3325,5.0,3.4,0.0,192.0,0,cow_0004
0.7303,2.1627,38.6,-0.084,5.4474,4.8787,0.0993,6.62,96.7681,0.0,5.1547,71.7667,26.7764,16.9631,5.0,3.4,0.0,193.0,0,cow_0004
-8.2819,-0.2185,38.6,0.1817,5.1044,-1.7242,0.1015,6.62,98.2017,0.0,5.1536,73.1259,26.9142,17.1201,5.0,3.4,0.0,194.0,0,cow_0004
-1.981,-0.8621,38.6,-4.2723,5.2362,0.8127,0.0962,6.62,101.1186,0.0,5.1683,71.7564,28.6118,17.8815,5.0,3.4,0.0,195.0,0,cow_0004
-11.5462,-6.7024,38.6,-3.2149,5.113,-1.5597,0.0989,6.62,96.0754,0.0,5.1571,67.747,28.0368,17.4303,5.0,3.4,0.0,196.0,0,cow_0004
-6.6512,5.7807,38.6,2.8565,5.4502,4.9325,0.0969,6.62,102.3646,0.0,5.1486,72.1772,28.3208,17.7709,5.0,3.4,0.0,197.0,0,cow_0004
-8.2708,-1.3462,38.6,0.5553,5.236,0.8086,0.1037,6.62,103.6124,0.0,5.1512,68.703,28.4159,17.7404,5.0,3.4,0.0,198.0,0,cow_0004
-4.5685,2.8704,38.6,4.0722,5.091,-1.9821,0.1011,6.62,100.9812,0.0,5.1447,67.798,28.3524,17.8051,5.0,3.4,0.0,199.0,0,cow_0004
-9.8222,-1.3044,38.6,3.8196,5.2982,2.0064,0.1024,6.62,99.1305,0.0,5.1491,67.1879,29.3187,17.2516,5.0,3.4,0.0,200.0,0,cow_0004
-4.6103,-5.7303,38.6,-2.5237,5.1017,-1.7768,0.1008,6.62,98.2915,0.0,5.1706,71.1229,26.9287,17.9509,5.0,3.4,0.0,201.0,0,cow_0004
-2.6073,3.1332,38.6,1.5239,4.9358,-4.9715,0.0985,6.62,100.5931,0.0,5.1626,71.0494,29.3312,17.4605,5.0,3.4,0.0,202.0,0,cow_0004
-7.8788,0.4157,38.6,-0.0879,5.0827,-2.1426,0.0977,6.62,99.972,0.0,5.1486,70.4253,27.5627,16.7856,5.0,3.4,0.0,203.0,0,cow_0004
-8.1333,-4.4803,38.6,-3.9453,5.3137,2.3055,0.0986,6.62,98.9202,0.0,5.1641,68.3932,30.1276,17.5764,5.0,3.4,0.0,204.0,0,cow_0004
-6.0706,-1.613,38.6,-2.5221,5.2617,1.3026,0.1005,6.62,93.7742,0.0,5.173,73.0144,28.9064,17.0796,5.0,3.4,0.0,205.0,0,cow_0004
1.5322,1.8264,38.6,3.102,5.0775,-2.2425,0.1017,6.62,96.0108,0.0,5.1684,70.7562,28.2246,17.8903,5.0,3.4,0.0,206.0,0,cow_0004
-4.358,3.7133,38.6,-4.3925,5.1687,-0.4864,0.0997,6.62,101.7585,0.0,5.1683,69.8102,28.0254,17.9029,5.0,3.4,0.0,207.0,0,cow_0004
-7.3135,3.9646,38.6,-0.5342,5.2745,1.5489,0.1029,6.62,101.655,0.0,5.1627,70.2516,28.87,17.215,5.0,3.4,0.0,208.0,0,cow_0004
-0.8538,-0.0085,38.6,4.4288,4.9258,-5.163,0.1006,6.62,99.9884,0.0,5.1641,67.7108,27.8487,17.3362,5.0,3.4,0.0,209.0,0,cow_0004
-7.4353,-5.9408,38.6,3.5839,5.4181,4.3149,0.0963,6.62,100.9469,0.0,5.1468,66.8502,27.8836,17.4337,5.0,3.4,0.0,210.0,0,cow_0004
-1.9819,0.6851,38.6,0.313,5.0874,-2.0518,0.097,6.62,100.0375,0.0,5.154,71.2518,28.1414,17.5232,5.0,3.4,0.0,211.0,0,cow_0004
-5.2362,2.8239,38.6,5.1879,5.2233,2.0078,0.1011,6.62,96.4949,0.0,5.1324,70.0609,28.936,16.8593,4.0,8.1,1.0,205.0,0,cow_0005
2.7251,0.8505,38.6,11.4701,5.0521,-1.3356,0.0981,6.62,101.1619,0.0,5.1331,69.2521,27.2477,17.0969,4.0,8.1,1.0,206.0,0,cow_0005
-8.938,1.6479,38.6,0.3494,4.971,-2.92,0.0971,6.62,102.6995,0.0,5.1184,69.6472,26.8168,17.6463,4.0,8.1,1.0,207.0,0,cow_0005
-7.3116,-3.2233,38.6,3.3465,4.9631,-3.0734,0.0998,6.62,97.759,0.0,5.1308,67.8464,27.8387,16.7641,4.0,8.1,1.0,208.0,0,cow_0005
-2.1243,-7.116,38.6,-3.685,5.1436,0.4502,0.1026,6.62,94.5366,0.0,5.1295,68.7334,29.2218,17.8468,4.0,8.1,1.0,209.0,0,cow_0005
-7.2376,-4.8661,38.6,1.944,5.1469,0.515,0.0972,6.62,100.1799,0.0,5.1318,68.8165,26.0652,16.8118,4.0,8.1,1.0,210.0,0,cow_0005
7.3375,0.6582,38.6,-1.366,4.8264,-5.7427,0.0974,6.62,103.7204,0.0,5.1255,69.4027,26.7486,17.2436,4.0,8.1,1.0,211.0,0,cow_0005
0.2782,-3.8652,38.6,0.735,5.1857,1.2727,0.0993,6.62,101.401,0.0,5.1449,69.1201,27.5757,16.8279,4.0,8.1,1.0,212.0,0,cow_0005
-6.7397,4.1909,38.6,-4.7136,5.0812,-0.7666,0.1038,6.62,106.4579,0.0,5.1459,68.6393,27.2725,17.5783,4.0,8.1,1.0,213.0,0,cow_0005
0.7747,-0.5793,38.6,-1.5846,5.1381,0.343,0.0982,6.62,97.6573,0.0,5.1225,70.2376,27.8142,16.9074,4.0,8.1,1.0,214.0,0,cow_0005
-5.9358,6.828,38.6,-3.1462,5.1311,0.2073,0.095,6.62,98.3294,0.0,5.1305,66.8878,27.9006,17.5786,4.0,8.1,1.0,215.0,0,cow_0005
-5.9072,1.5516,38.6,-0.5225,5.0813,-0.7647,0.1012,6.62,98.2432,0.0,5.128,68.2346,27.7119,17.6962,4.0,8.1,1.0,216.0,0,cow_0005
-6.0066,-3.257,38.6,5.5146,5.1761,1.0865,0.1028,6.62,99.7229,0.0,5.1375,73.4079,26.954,17.1624,4.0,8.1,1.0,217.0,0,cow_0005
-4.398,-4.3925,38.6,-4.2155,5.1337,0.2579,0.1013,6.62,96.7248,0.0,5.145,67.3484,28.1983,16.903,4.0,8.1,1.0,218.0,0,cow_0005
-2.7075,6.3165,38.6,-5.1696,5.2956,3.4193,0.0979,6.62,106.2253,0.0,5.1351,68.2456,29.3108,17.4051,4.0,8.1,1.0,219.0,0,cow_0005
-9.5186,0.1603,38.6,1.5702,5.0487,-1.4026,0.0991,6.62,105.0854,0.0,5.1335,68.7719,28.8545,17.4523,4.0,8.1,1.0,220.0,0,cow_0005
-9.4963,-3.4225,38.6,-5.136,4.9779,-2.784,0.1006,6.62,95.315,0.0,5.1497,68.2254,28.3347,17.271,4.0,8.1,1.0,221.0,0,cow_0005
-2.5035,4.2284,38.6,-4.9087,5.2645,2.8121,0.1005,6.62,107.4111,0.0,5.1412,69.4856,26.8672,16.7931,4.0,8.1,1.0,222.0,0,cow_0005
-10.5558,2.5641,38.6,0.2631,5.1536,0.646,0.0968,6.62,102.6563,0.0,5.1261,67.9191,28.3059,17.1919,4.0,8.1,1.0,223.0,0,cow_0005
-4.8559,-4.1223,38.6,-5.0425,5.163,0.8295,0.1026,6.62,97.9287,0.0,5.1314,67.7214,29.186,17.14,4.0,8.1,1.0,224.0,0,cow_0005
0.8586,2.0254,38.6,4.0076,5.2862,3.2354,0.093,6.62,105.9668,0.0,5.1486,68.1764,26.8213,17.2575,4.0,8.1,1.0,225.0,0,cow_0005
-4.9433,1.839,38.4,-3.1783,4.7229,-2.3696,0.0946,6.58,89.2368,0.0,5.096,68.6533,31.1951,23.564,6.0,8.1,0.0,132.0,0,cow_0006
-10.2647,6.2827,38.4,-0.0289,4.8557,0.3758,0.0931,6.58,89.2896,0.0,5.0767,65.1067,33.1775,23.1353,6.0,8.1,0.0,133.0,0,cow_0006
-2.6218,7.1793,38.4,8.1736,5.0316,4.0118,0.1088,6.58,81.5706,0.0,5.1015,70.2855,30.9062,22.1499,6.0,8.1,0.0,134.0,0,cow_0006
-8.1868,3.355,38.4,-9.3717,4.8549,0.3603,0.1018,6.58,86.7525,0.0,5.1033,64.4883,33.0387,21.7909,6.0,8.1,0.0,135.0,0,cow_0006
-11.8427,-3.674,38.4,5.8053,5.1259,5.9628,0.0988,6.58,88.4776,0.0,5.0997,64.6148,29.75,22.6261,6.0,8.1,0.0,136.0,0,cow_0006
-0.1971,1.6241,38.4,3.5624,4.8087,-0.5963,0.1008,6.58,85.4637,0.0,5.1083,67.0156,32.1942,22.2659,6.0,8.1,0.0,137.0,0,cow_0006
0.2048,7.9068,38.4,5.8961,4.8574,0.4118,0.0967,6.58,93.4053,0.0,5.1233,64.3561,30.9448,22.0921,6.0,8.1,0.0,138.0,0,cow_0006
-2.3886,0.8296,38.4,4.6709,4.9408,2.1356,0.0994,6.58,88.6127,0.0,5.0946,64.1055,32.1898,21.0011,6.0,8.1,0.0,139.0,0,cow_0006
-5.2482,4.887,38.4,-1.5661,4.4873,-7.2399,0.0987,6.58,85.8747,0.0,5.1063,63.5184,33.3647,21.8814,6.0,8.1,0.0,140.0,0,cow_0006
-14.0311,-1.4042,38.4,-1.1443,4.8956,1.2001,0.1039,6.58,89.6905,0.0,5.1355,62.433,32.8568,21.889,6.0,8.1,0.0,141.0,0,cow_0006
-16.7187,6.6592,38.4,4.5276,4.9936,3.2264,0.0944,6.58,87.8314,0.0,5.0765,68.7017,31.7504,21.0065,6.0,8.1,0.0,142.0,0,cow_0006
-8.8926,-0.2435,38.4,-4.1569,5.113,5.6953,0.0973,6.58,88.7806,0.0,5.1061,64.2621,31.8743,21.1951,6.0,8.1,0.0,143.0,0,cow_0006
-12.0618,3.408,38.4,1.2361,4.8617,0.5013,0.0996,6.58,94.7382,0.0,5.1052,68.5838,33.5135,21.8535,6.0,8.1,0.0,144.0,0,cow_0006
-7.6588,-4.1375,38.4,3.249,4.5509,-5.9245,0.0969,6.58,94.3994,0.0,5.0932,66.8062,32.2852,22.3012,6.0,8.1,0.0,145.0,0,cow_0006
2.9154,-1.8994,38.4,-4.4517,4.6349,-4.1875,0.0967,6.58,98.4276,0.0,5.0932,64.7131,32.4302,21.676,6.0,8.1,0.0,146.0,0,cow_0006
-11.9075,1.0346,38.4,-2.5793,4.5005,-6.967,0.099,6.58,87.6439,0.0,5.1215,67.0316,32.0401,22.7101,6.0,8.1,0.0,147.0,0,cow_0006
0.6916,5.3873,38.4,3.6496,4.7165,-2.5017,0.1005,6.58,91.625,0.0,5.0923,69.4374,30.8385,23.4862,6.0,8.1,0.0,148.0,0,cow_0006
-8.8096,10.6078,38.4,11.3434,5.3484,10.561,0.0984,6.58,90.3534,0.0,5.091,63.2937,32.2163,22.531,6.0,8.1,0.0,149.0,0,cow_0006
-8.4448,5.925,38.4,0.4845,5.0533,4.4609,0.0972,6.58,94.2534,0.0,5.0666,62.6079,31.7472,21.2908,6.0,8.1,0.0,150.0,0,cow_0006
-8.7926,-4.9321,38.4,-4.1149,5.0029,3.4188,0.095,6.58,86.3432,0.0,5.0853,66.5999,33.5403,22.6061,6.0,8.1,0.0,151.0,0,cow_0006
-6.9799,-4.5573,38.4,-3.7333,5.0466,4.3219,0.1076,6.58,89.2147,0.0,5.0957,63.4289,32.0458,21.8401,6.0,8.1,0.0,152.0,0,cow_0006
-9.0527,-0.1584,38.4,-3.6183,4.8308,-0.1389,0.0969,6.58,86.4096,0.0,5.0853,62.3369,32.5087,22.0818,6.0,8.1,0.0,153.0,0,cow_0006
-2.3483,1.5463,38.3,-3.532,5.3843,-0.4022,0.0897,6.65,102.2445,0.0,5.1098,70.9073,28.289,17.3966,5.0,2.6,1.0,147.0,0,cow_0007
-10.6325,5.2048,38.3,-1.6437,5.384,-0.4068,0.1,6.65,105.1407,0.0,5.0809,66.9344,29.0943,17.8008,5.0,2.6,1.0,148.0,0,cow_0007
-3.8211,5.812,38.3,-2.1014,5.4809,1.3856,0.0991,6.65,112.3938,0.0,5.0826,69.2519,27.9465,17.1993,5.0,2.6,1.0,149.0,0,cow_0007
-11.1738,-0.2703,38.3,-1.2083,5.5318,2.3277,0.098,6.65,101.6922,0.0,5.1096,69.1784,28.0231,18.1003,5.0,2.6,1.0,150.0,0,cow_0007
-2.3877,-0.6154,38.3,-2.7639,5.465,1.0917,0.1029,6.65,99.6924,0.0,5.1146,63.0259,27.9861,17.2066,5.0,2.6,1.0,151.0,0,cow_0007
-1.6927,1.2342,38.3,-4.532,5.1646,-4.4658,0.1048,6.65,103.4434,0.0,5.1123,74.8273,26.585,16.6633,5.0,2.6,1.0,152.0,0,cow_0007
-7.9533,3.4971,38.3,2.6295,5.1658,-4.4432,0.099,6.65,104.253,0.0,5.1003,72.2113,28.0289,17.6932,5.0,2.6,1.0,153.0,0,cow_0007
-4.1364,6.4708,38.3,6.4518,5.3706,-0.6557,0.1024,6.65,108.3114,0.0,5.1069,71.4134,27.6697,17.0855,5.0,2.6,1.0,154.0,0,cow_0007
-7.5525,2.2623,38.3,-2.1197,5.4378,0.5875,0.0975,6.65,101.8265,0.0,5.1335,68.974,28.0408,17.615,5.0,2.6,1.0,155.0,0,cow_0007
